"month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","dest","air_time","distance","hour","minute","carrier_name","dest_name"
1,3,1857,32,2128,19,"DL","N314NB",952,"SLC",76,630,18,57,"Delta Air Lines Inc.","Salt Lake City Intl"
1,3,1902,22,2254,-1,"AS","N563AS",863,"OGG",333,2562,19,2,"Alaska Airlines Inc.","Kahului"
1,3,1927,-1,2105,-16,"UA","N481UA",369,"SFO",74,550,19,27,"United Air Lines Inc.","San Francisco Intl"
1,3,1937,17,2241,1,"F9","N921FR",794,"DEN",109,991,19,37,"Frontier Airlines Inc.","Denver Intl"
1,3,1939,12,2035,15,"OO","N294SW",5305,"SEA",43,129,19,39,"SkyWest Airlines Inc.","Seattle Tacoma Intl"
1,3,1942,0,2020,-2,"OO","N583SW",5403,"EUG",24,106,19,42,"SkyWest Airlines Inc.","Mahlon Sweet Fld"
1,3,1947,-3,2307,9,"AS","N529AS",137,"ANC",224,1542,19,47,"Alaska Airlines Inc.","Ted Stevens Anchorage Intl"
1,3,1949,174,2112,172,"WN","N353SW",747,"SMF",65,479,19,49,"Southwest Airlines Co.","Sacramento Intl"
1,3,1952,-3,2134,0,"AS","N579AS",404,"SJC",81,569,19,52,"Alaska Airlines Inc.","Norman Y Mineta San Jose Intl"
1,3,1958,123,2116,121,"WN","N296WN",102,"RNO",56,444,19,58,"Southwest Airlines Co.","Reno Tahoe Intl"
1,3,1958,88,2138,88,"WN","N646SW",2448,"SJC",80,569,19,58,"Southwest Airlines Co.","Norman Y Mineta San Jose Intl"
1,3,1958,-6,2129,-24,"OO","N738SK",5210,"SFO",75,550,19,58,"SkyWest Airlines Inc.","San Francisco Intl"
1,3,1958,112,2305,92,"UA","N536UA",550,"DEN",110,991,19,58,"United Air Lines Inc.","Denver Intl"
1,3,2007,-8,2209,-16,"OO","N223AG",3464,"ONT",105,838,20,7,"SkyWest Airlines Inc.","Ontario Intl"
1,3,2013,-7,2332,-24,"US","N647AW",581,"PHX",120,1009,20,13,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,3,2022,-23,2240,-26,"AS","N564AS",574,"SAN",114,933,20,22,"Alaska Airlines Inc.","San Diego Intl"
1,3,2029,149,2326,116,"US","N625AW",577,"PHX",101,1009,20,29,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,3,2043,133,2216,126,"WN","N768SW",3963,"OAK",76,543,20,43,"Southwest Airlines Co.","Metropolitan Oakland Intl"
1,3,2045,140,2202,132,"WN","N606SW",718,"SMF",64,479,20,45,"Southwest Airlines Co.","Sacramento Intl"
1,3,2121,-9,2316,-15,"AS","N625AS",624,"LAS",98,763,21,21,"Alaska Airlines Inc.","Mc Carran Intl"
1,3,2126,182,2333,174,"B6","N534JB",1621,"LGB",111,846,21,26,"JetBlue Airways","Long Beach"
1,3,2147,107,54,84,"WN","N952WN",183,"PHX",116,1009,21,47,"Southwest Airlines Co.","Phoenix Sky Harbor Intl"
1,3,2222,-3,2259,-6,"OO","N583SW",5353,"EUG",23,106,22,22,"SkyWest Airlines Inc.","Mahlon Sweet Fld"
1,3,2222,-8,2313,-28,"OO","N294SW",5437,"LMT",45,241,22,22,"SkyWest Airlines Inc.","Klamath Falls Airport"
1,3,2233,123,2354,119,"WN","N7715E",1546,"SMF",67,479,22,33,"Southwest Airlines Co.","Sacramento Intl"
1,3,2238,0,629,2,"UA","N558UA",583,"EWR",270,2434,22,38,"United Air Lines Inc.","Newark Liberty Intl"
1,3,2244,-1,556,-11,"DL","N398DA",503,"ATL",236,2172,22,44,"Delta Air Lines Inc.","Hartsfield Jackson Atlanta Intl"
1,3,2254,29,628,8,"US","N519UW",467,"CLT",256,2282,22,54,"US Airways Inc.","Charlotte Douglas Intl"
1,3,2306,2,447,-13,"UA","N24715",1602,"ORD",203,1739,23,6,"United Air Lines Inc.","Chicago Ohare Intl"
1,3,2315,50,216,51,"AS","N408AS",145,"ANC",218,1542,23,15,"Alaska Airlines Inc.","Ted Stevens Anchorage Intl"
1,4,3,8,525,-27,"UA","N39726",1609,"IAH",187,1825,0,3,"United Air Lines Inc.","George Bush Intercontinental"
1,4,113,18,614,9,"DL","N596NW",1679,"MSP",166,1426,1,13,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,4,515,-10,832,-23,"US","N544UW",649,"PHX",113,1009,5,15,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,4,524,-6,1132,-1,"UA","N842UA",493,"IAH",206,1825,5,24,"United Air Lines Inc.","George Bush Intercontinental"
1,4,528,-7,732,6,"UA","N37413",1621,"SFO",93,550,5,28,"United Air Lines Inc.","San Francisco Intl"
1,4,540,0,913,6,"UA","N71411",1044,"DEN",125,991,5,40,"United Air Lines Inc.","Denver Intl"
1,4,553,-7,725,-18,"AS","N754AS",406,"SJC",79,569,5,53,"Alaska Airlines Inc.","Norman Y Mineta San Jose Intl"
1,4,600,0,839,-8,"DL","N374NW",1831,"SLC",83,630,6,0,"Delta Air Lines Inc.","Salt Lake City Intl"
1,4,600,0,810,20,"UA","N454UA",516,"SFO",80,550,6,0,"United Air Lines Inc.","San Francisco Intl"
1,4,608,3,1200,7,"UA","N513UA",646,"ORD",208,1739,6,8,"United Air Lines Inc.","Chicago Ohare Intl"
1,4,619,-1,1432,1,"UA","N68452",1082,"EWR",280,2434,6,19,"United Air Lines Inc.","Newark Liberty Intl"
1,4,626,6,1144,-21,"AA","N4WNAA",1650,"DFW",178,1616,6,26,"American Airlines Inc.","Dallas Fort Worth Intl"
1,4,627,-3,1348,-9,"DL","N3772H",1156,"ATL",241,2172,6,27,"Delta Air Lines Inc.","Hartsfield Jackson Atlanta Intl"
1,4,633,-7,833,-15,"OO","N218AG",3456,"BUR",102,817,6,33,"SkyWest Airlines Inc.","Bob Hope"
1,4,635,7,1432,20,"UA","N523UA",250,"IAD",257,2327,6,35,"United Air Lines Inc.","Washington Dulles Intl"
1,4,636,-4,958,-10,"AS","N526AS",646,"PHX",123,1009,6,36,"Alaska Airlines Inc.","Phoenix Sky Harbor Intl"
1,4,637,-3,856,-7,"AS","N315AS",232,"SAN",119,933,6,37,"Alaska Airlines Inc.","San Diego Intl"
1,4,641,1,1200,0,"WN","N7702A",1076,"MCI",179,1482,6,41,"Southwest Airlines Co.","Kansas City Intl"
1,4,642,-3,918,13,"AS","N791AS",560,"LAX",111,834,6,42,"Alaska Airlines Inc.","Los Angeles Intl"
1,4,643,-2,932,24,"OO","N823SK",4692,"LAX",139,834,6,43,"SkyWest Airlines Inc.","Los Angeles Intl"
1,4,656,-4,906,21,"UA","N804UA",392,"SFO",116,550,6,56,"United Air Lines Inc.","San Francisco Intl"
1,4,657,-8,920,-2,"B6","N806JB",1121,"LGB",110,846,6,57,"JetBlue Airways","Long Beach"
1,4,658,-2,1304,-6,"AA","N3EFAA",2218,"ORD",207,1739,6,58,"American Airlines Inc.","Chicago Ohare Intl"
1,4,658,-7,908,-11,"OO","N215AG",3460,"ONT",108,838,6,58,"SkyWest Airlines Inc.","Ontario Intl"
1,4,700,0,924,39,"VX","N524VA",805,"SFO",128,550,7,0,"Virgin America","San Francisco Intl"
1,4,701,1,1113,-7,"AS","N565AS",833,"HNL",347,2603,7,1,"Alaska Airlines Inc.","Honolulu Intl"
1,4,701,1,820,-10,"WN","N786SW",1990,"SMF",66,479,7,1,"Southwest Airlines Co.","Sacramento Intl"
1,4,704,4,1223,3,"DL","N906DA",2090,"MSP",181,1426,7,4,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,4,712,-8,1117,-25,"AS","N514AS",855,"KOA",348,2607,7,12,"Alaska Airlines Inc.","Kona Intl At Keahole"
1,4,712,-3,911,-7,"AS","N611AS",626,"LAS",100,763,7,12,"Alaska Airlines Inc.","Mc Carran Intl"
1,4,713,-2,946,19,"AS","N317AS",244,"SFO",131,550,7,13,"Alaska Airlines Inc.","San Francisco Intl"
1,4,713,13,932,11,"AS","N613AS",582,"SNA",116,859,7,13,"Alaska Airlines Inc.","John Wayne Arpt Orange Co"
1,4,728,28,925,15,"WN","N8308K",2042,"LAS",98,763,7,28,"Southwest Airlines Co.","Mc Carran Intl"
1,4,744,-1,844,4,"OO","N583SW",5379,"SEA",44,129,7,44,"SkyWest Airlines Inc.","Seattle Tacoma Intl"
1,4,747,107,1132,127,"F9","N201FR",796,"DEN",128,991,7,47,"Frontier Airlines Inc.","Denver Intl"
1,4,759,-1,1114,-16,"WN","N918WN",1456,"PHX",120,1009,7,59,"Southwest Airlines Co.","Phoenix Sky Harbor Intl"
1,4,804,-1,1332,-18,"AA","N438AA",1220,"DFW",179,1616,8,4,"American Airlines Inc.","Dallas Fort Worth Intl"
1,4,810,-5,1328,-5,"DL","N927DN",2154,"MSP",178,1426,8,10,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,4,821,126,1204,139,"WN","N432WN",1032,"DEN",132,991,8,21,"Southwest Airlines Co.","Denver Intl"
1,4,841,-4,1200,-13,"US","N602AW",685,"PHX",122,1009,8,41,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,4,842,2,1429,-6,"UA","N78501",1143,"ORD",204,1739,8,42,"United Air Lines Inc.","Chicago Ohare Intl"
1,4,857,27,1036,21,"WN","N389SW",1367,"OAK",77,543,8,57,"Southwest Airlines Co.","Metropolitan Oakland Intl"
1,4,909,-6,1230,-35,"OO","N223AG",3466,"TUS",128,1119,9,9,"SkyWest Airlines Inc.","Tucson Intl"
1,4,918,78,1122,57,"AS","N309AS",568,"LAX",105,834,9,18,"Alaska Airlines Inc.","Los Angeles Intl"
1,4,918,8,1146,-4,"WN","N419WN",1901,"SLC",78,630,9,18,"Southwest Airlines Co.","Salt Lake City Intl"
1,4,920,-5,1744,9,"AS","N524AS",30,"BOS",295,2537,9,20,"Alaska Airlines Inc.","General Edward Lawrence Logan Intl"
1,4,926,5,1020,4,"OO","N294SW",5428,"SEA",39,129,9,26,"SkyWest Airlines Inc.","Seattle Tacoma Intl"
1,4,943,-7,1723,-12,"AS","N563AS",752,"ATL",252,2172,9,43,"Alaska Airlines Inc.","Hartsfield Jackson Atlanta Intl"
1,4,954,-1,1736,-4,"AS","N590AS",764,"DCA",267,2350,9,54,"Alaska Airlines Inc.","Ronald Reagan Washington Natl"
1,4,958,-7,1211,-12,"AS","N625AS",580,"SNA",115,859,9,58,"Alaska Airlines Inc.","John Wayne Arpt Orange Co"
1,4,1008,-2,1607,1,"AS","N619AS",686,"ORD",209,1739,10,8,"Alaska Airlines Inc.","Chicago Ohare Intl"
1,4,1008,18,1304,6,"AS","N794AS",131,"ANC",224,1542,10,8,"Alaska Airlines Inc.","Ted Stevens Anchorage Intl"
1,4,1011,-4,1544,-20,"AS","N551AS",658,"DFW",174,1616,10,11,"Alaska Airlines Inc.","Dallas Fort Worth Intl"
1,4,1011,-4,1407,-13,"HA","N384HA",25,"HNL",338,2603,10,11,"Hawaiian Airlines Inc.","Honolulu Intl"
1,4,1022,-8,1340,-17,"AS","N796AS",640,"PHX",121,1009,10,22,"Alaska Airlines Inc.","Phoenix Sky Harbor Intl"
1,4,1027,12,1307,12,"DL","N362NW",2189,"SLC",77,630,10,27,"Delta Air Lines Inc.","Salt Lake City Intl"
1,4,1034,5,1256,-2,"OO","N948SW",6518,"LAX",111,834,10,34,"SkyWest Airlines Inc.","Los Angeles Intl"
1,4,1035,75,1749,64,"DL","N3736C",1940,"ATL",236,2172,10,35,"Delta Air Lines Inc.","Hartsfield Jackson Atlanta Intl"
1,4,1043,8,1235,-5,"WN","N409WN",2177,"LAS",98,763,10,43,"Southwest Airlines Co.","Mc Carran Intl"
1,4,1053,-7,1304,-9,"AS","N754AS",564,"LAX",108,834,10,53,"Alaska Airlines Inc.","Los Angeles Intl"
1,4,1112,5,1213,11,"OO","N583SW",5397,"SEA",40,129,11,12,"SkyWest Airlines Inc.","Seattle Tacoma Intl"
1,4,1115,-5,1531,-4,"AS","N597AS",809,"OGG",350,2562,11,15,"Alaska Airlines Inc.","Kahului"
1,4,1123,-7,1334,-17,"AS","N536AS",578,"SAN",115,933,11,23,"Alaska Airlines Inc.","San Diego Intl"
1,4,1125,0,1436,-18,"US","N815AW",634,"PHX",118,1009,11,25,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,4,1129,3,1736,16,"UA","N821UA",679,"ORD",210,1739,11,29,"United Air Lines Inc.","Chicago Ohare Intl"
1,4,1140,0,1848,7,"DL","N384DA",1466,"DTW",221,1953,11,40,"Delta Air Lines Inc.","Detroit Metro Wayne Co"
1,4,1148,18,1326,11,"WN","N296WN",3047,"SJC",81,569,11,48,"Southwest Airlines Co.","Norman Y Mineta San Jose Intl"
1,4,1151,1,1400,-10,"OO","N613SK",4469,"LAX",107,834,11,51,"SkyWest Airlines Inc.","Los Angeles Intl"
1,4,1154,144,1335,132,"OO","N745SK",5196,"SFO",75,550,11,54,"SkyWest Airlines Inc.","San Francisco Intl"
1,4,1207,117,1520,110,"WN","N900WN",1553,"DEN",119,991,12,7,"Southwest Airlines Co.","Denver Intl"
1,4,1210,8,1801,-4,"UA","N474UA",327,"IAH",197,1825,12,10,"United Air Lines Inc.","George Bush Intercontinental"
1,4,1212,26,1423,22,"B6","N569JB",1521,"LGB",109,846,12,12,"JetBlue Airways","Long Beach"
1,4,1214,-1,1411,-10,"OO","N218AG",3454,"BUR",103,817,12,14,"SkyWest Airlines Inc.","Bob Hope"
1,4,1222,12,1743,-12,"AA","N568AA",1568,"DFW",174,1616,12,22,"American Airlines Inc.","Dallas Fort Worth Intl"
1,4,1224,99,1616,131,"F9","N923FR",788,"DEN",129,991,12,24,"Frontier Airlines Inc.","Denver Intl"
1,4,1232,50,1323,61,"OO","N229SW",5438,"EUG",36,106,12,32,"SkyWest Airlines Inc.","Mahlon Sweet Fld"
1,4,1236,40,1313,35,"OO","N294SW",5325,"RDM",27,116,12,36,"SkyWest Airlines Inc.","Roberts Fld"
1,4,1238,33,1419,29,"VX","N527VA",817,"SFO",78,550,12,38,"Virgin America","San Francisco Intl"
1,4,1242,9,1415,-11,"UA","N449UA",353,"SFO",80,550,12,42,"United Air Lines Inc.","San Francisco Intl"
1,4,1247,-3,1427,-13,"AS","N622AS",388,"SFO",83,550,12,47,"Alaska Airlines Inc.","San Francisco Intl"
1,4,1248,78,1623,79,"OO","N919SW",5576,"DEN",127,991,12,48,"SkyWest Airlines Inc.","Denver Intl"
1,4,1256,1,1454,-3,"AS","N611AS",622,"LAS",100,763,12,56,"Alaska Airlines Inc.","Mc Carran Intl"
1,4,1259,-1,1808,-11,"DL","N904DA",2164,"MSP",169,1426,12,59,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,4,1312,-3,1525,-5,"OO","N215AG",3478,"LGB",113,846,13,12,"SkyWest Airlines Inc.","Long Beach"
1,4,1315,-5,1602,0,"DL","N327NB",2093,"SLC",77,630,13,15,"Delta Air Lines Inc.","Salt Lake City Intl"
1,4,1315,15,1434,9,"WN","N216WR",3455,"SMF",63,479,13,15,"Southwest Airlines Co.","Sacramento Intl"
1,4,1320,-5,2006,31,"AA","N3GJAA",115,"ORD",211,1739,13,20,"American Airlines Inc.","Chicago Ohare Intl"
1,4,1325,0,2055,2,"DL","N3738B",773,"ATL",237,2172,13,25,"Delta Air Lines Inc.","Hartsfield Jackson Atlanta Intl"
1,4,1325,65,1644,64,"WN","N8307K",1038,"DEN",120,991,13,25,"Southwest Airlines Co.","Denver Intl"
1,4,1348,163,1500,150,"WN","N267WN",945,"SMF",62,479,13,48,"Southwest Airlines Co.","Sacramento Intl"
1,4,1351,10,1440,6,"OO","N583SW",5423,"SEA",37,129,13,51,"SkyWest Airlines Inc.","Seattle Tacoma Intl"
1,4,1355,23,1531,6,"UA","N837UA",537,"SFO",75,550,13,55,"United Air Lines Inc.","San Francisco Intl"
1,4,1407,47,1637,37,"WN","N783SW",1947,"SLC",79,630,14,7,"Southwest Airlines Co.","Salt Lake City Intl"
1,4,1436,36,1542,22,"WN","N715SW",1516,"RNO",55,444,14,36,"Southwest Airlines Co.","Reno Tahoe Intl"
1,4,1452,-3,1652,-19,"AS","N526AS",570,"LAX",105,834,14,52,"Alaska Airlines Inc.","Los Angeles Intl"
1,4,1500,170,2111,181,"WN","N8320J",1307,"MDW",215,1751,15,0,"Southwest Airlines Co.","Chicago Midway Intl"
1,4,1508,-7,2016,-15,"DL","N960DN",2430,"MSP",169,1426,15,8,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,4,1511,56,1639,44,"WN","N230WN",3525,"OAK",77,543,15,11,"Southwest Airlines Co.","Metropolitan Oakland Intl"
1,4,1515,0,1829,-16,"US","N620AW",500,"PHX",118,1009,15,15,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,4,1515,23,1726,16,"OO","N817SK",4688,"LAX",110,834,15,15,"SkyWest Airlines Inc.","Los Angeles Intl"
1,4,1519,78,2104,69,"UA","N68805",1735,"ORD",205,1739,15,19,"United Air Lines Inc.","Chicago Ohare Intl"
1,4,1526,-4,1605,-7,"OO","N229SW",5331,"RDM",26,116,15,26,"SkyWest Airlines Inc.","Roberts Fld"
1,4,1527,172,1842,152,"WN","N353SW",4094,"ABQ",123,1111,15,27,"Southwest Airlines Co.","Albuquerque International Sunport"
1,4,1545,10,2100,-10,"AA","N4YHAA",157,"DFW",179,1616,15,45,"American Airlines Inc.","Dallas Fort Worth Intl"
1,4,1549,-1,1802,-3,"AS","N624AS",592,"SNA",120,859,15,49,"Alaska Airlines Inc.","John Wayne Arpt Orange Co"
1,4,1551,1,1801,-5,"AS","N708AS",588,"PSP",115,873,15,51,"Alaska Airlines Inc.","Palm Springs Intl"
1,4,1612,17,1924,-1,"WN","N749SW",2699,"PHX",119,1009,16,12,"Southwest Airlines Co.","Phoenix Sky Harbor Intl"
1,4,1616,-9,1814,-21,"OO","N223AG",3494,"SBA",102,784,16,16,"SkyWest Airlines Inc.","Santa Barbara Muni"
1,4,1621,-9,1757,-12,"AS","N625AS",402,"SJC",82,569,16,21,"Alaska Airlines Inc.","Norman Y Mineta San Jose Intl"
1,4,1622,-3,1823,-12,"OO","N219AG",3462,"ONT",106,838,16,22,"SkyWest Airlines Inc.","Ontario Intl"
1,4,1647,7,1918,-2,"DL","N311US",1194,"SLC",76,630,16,47,"Delta Air Lines Inc.","Salt Lake City Intl"
1,4,1650,91,2003,78,"UA","N483UA",550,"DEN",117,991,16,50,"United Air Lines Inc.","Denver Intl"
1,4,1701,94,1833,80,"UA","N438UA",468,"SFO",78,550,17,1,"United Air Lines Inc.","San Francisco Intl"
1,4,1706,51,1836,41,"WN","N474WN",2020,"OAK",73,543,17,6,"Southwest Airlines Co.","Metropolitan Oakland Intl"
1,4,1707,138,2029,140,"F9","N921FR",792,"DEN",125,991,17,7,"Frontier Airlines Inc.","Denver Intl"
1,4,1735,-1,1827,-2,"OO","N583SW",5417,"SEA",39,129,17,35,"SkyWest Airlines Inc.","Seattle Tacoma Intl"
1,4,1739,-6,2013,12,"AS","N796AS",562,"LAX",111,834,17,39,"Alaska Airlines Inc.","Los Angeles Intl"
1,4,1739,-6,1940,-11,"OO","N218AG",3488,"BUR",105,817,17,39,"SkyWest Airlines Inc.","Bob Hope"
1,4,1753,-7,2104,-26,"US","N663AW",577,"PHX",119,1009,17,53,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,4,1800,0,1937,-8,"VX","N528VA",813,"SFO",82,550,18,0,"Virgin America","San Francisco Intl"
1,4,1821,61,2046,68,"OO","N549CA",4684,"LAX",107,834,18,21,"SkyWest Airlines Inc.","Los Angeles Intl"
1,4,1822,37,1955,30,"WN","N728SW",2682,"OAK",76,543,18,22,"Southwest Airlines Co.","Metropolitan Oakland Intl"
1,4,1828,4,2038,-1,"B6","N570JB",1621,"LGB",111,846,18,28,"JetBlue Airways","Long Beach"
1,4,1828,128,2023,118,"WN","N552WN",2774,"LAS",98,763,18,28,"Southwest Airlines Co.","Mc Carran Intl"
1,4,1835,-5,2314,19,"AS","N536AS",863,"OGG",373,2562,18,35,"Alaska Airlines Inc.","Kahului"
1,4,1835,10,2109,0,"DL","N327NB",952,"SLC",77,630,18,35,"Delta Air Lines Inc.","Salt Lake City Intl"
1,4,1852,-8,2059,-1,"AS","N756AS",379,"SFO",80,550,18,52,"Alaska Airlines Inc.","San Francisco Intl"
1,4,1856,1,2053,-1,"AS","N611AS",620,"LAS",99,763,18,56,"Alaska Airlines Inc.","Mc Carran Intl"
1,4,1900,0,2113,-12,"OO","N766SK",6250,"LAX",106,834,19,0,"SkyWest Airlines Inc.","Los Angeles Intl"
1,4,1902,72,2019,64,"WN","N783SW",1576,"SMF",63,479,19,2,"Southwest Airlines Co.","Sacramento Intl"
1,4,1937,-5,2014,-8,"OO","N229SW",5403,"EUG",25,106,19,37,"SkyWest Airlines Inc.","Mahlon Sweet Fld"
1,4,1945,-5,2232,-26,"AS","N562AS",137,"ANC",212,1542,19,45,"Alaska Airlines Inc.","Ted Stevens Anchorage Intl"
1,4,1951,123,2128,108,"OO","N507CA",5553,"SFO",81,550,19,51,"SkyWest Airlines Inc.","San Francisco Intl"
1,4,1956,1,2135,1,"AS","N551AS",404,"SJC",85,569,19,56,"Alaska Airlines Inc.","Norman Y Mineta San Jose Intl"
1,4,2014,-6,2328,-28,"US","N622AW",581,"PHX",118,1009,20,14,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,4,2014,-1,2214,-11,"OO","N215AG",3464,"ONT",106,838,20,14,"SkyWest Airlines Inc.","Ontario Intl"
1,4,2023,108,2205,90,"WN","N243WN",1441,"LAS",93,763,20,23,"Southwest Airlines Co.","Mc Carran Intl"
1,4,2042,-3,2253,-13,"AS","N596AS",574,"SAN",119,933,20,42,"Alaska Airlines Inc.","San Diego Intl"
1,4,2047,161,12,153,"OO","N943SW",5502,"DEN",121,991,20,47,"SkyWest Airlines Inc.","Denver Intl"
1,4,2113,133,2246,126,"WN","N8307K",4123,"SJC",84,569,21,13,"Southwest Airlines Co.","Norman Y Mineta San Jose Intl"
1,4,2120,-10,2321,-10,"AS","N619AS",624,"LAS",101,763,21,20,"Alaska Airlines Inc.","Mc Carran Intl"
1,4,2204,164,109,149,"F9","N924FR",794,"DEN",111,991,22,4,"Frontier Airlines Inc.","Denver Intl"
1,4,2219,-6,104,-21,"AS","N315AS",145,"ANC",208,1542,22,19,"Alaska Airlines Inc.","Ted Stevens Anchorage Intl"
1,4,2221,64,622,67,"B6","N641JB",1206,"JFK",280,2454,22,21,"JetBlue Airways","John F Kennedy Intl"
1,4,2225,0,559,-21,"US","N571UW",467,"CLT",256,2282,22,25,"US Airways Inc.","Charlotte Douglas Intl"
1,4,2226,-4,2327,-14,"OO","N229SW",5437,"LMT",52,241,22,26,"SkyWest Airlines Inc.","Klamath Falls Airport"
1,4,2239,19,2320,23,"OO","N583SW",5440,"RDM",25,116,22,39,"SkyWest Airlines Inc.","Roberts Fld"
1,4,2246,-4,644,-5,"DL","N382DA",2022,"JFK",272,2454,22,46,"Delta Air Lines Inc.","John F Kennedy Intl"
1,4,2250,-5,601,-17,"DL","N633DL",503,"ATL",231,2172,22,50,"Delta Air Lines Inc.","Hartsfield Jackson Atlanta Intl"
1,4,2356,81,741,72,"UA","N432UA",583,"EWR",268,2434,23,56,"United Air Lines Inc.","Newark Liberty Intl"
1,5,55,0,556,-9,"DL","N592NW",1679,"MSP",164,1426,0,55,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,5,524,-1,903,8,"US","N542UW",649,"PHX",117,1009,5,24,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,5,527,-3,1118,-15,"UA","N823UA",493,"IAH",204,1825,5,27,"United Air Lines Inc.","George Bush Intercontinental"
1,5,551,-9,912,-13,"F9","N220FR",796,"DEN",122,991,5,51,"Frontier Airlines Inc.","Denver Intl"
1,5,553,-7,803,20,"AS","N531AS",406,"SJC",84,569,5,53,"Alaska Airlines Inc.","Norman Y Mineta San Jose Intl"
1,5,555,-5,846,-2,"DL","N689DL",1831,"SLC",77,630,5,55,"Delta Air Lines Inc.","Salt Lake City Intl"
1,5,620,0,1158,-7,"AA","N4YBAA",1650,"DFW",177,1616,6,20,"American Airlines Inc.","Dallas Fort Worth Intl"
1,5,626,6,1424,-7,"UA","N68801",1021,"EWR",274,2434,6,26,"United Air Lines Inc.","Newark Liberty Intl"
1,5,626,26,806,15,"UA","N87513",1621,"SFO",84,550,6,26,"United Air Lines Inc.","San Francisco Intl"
1,5,629,-1,1349,-8,"DL","N371DA",1156,"ATL",228,2172,6,29,"Delta Air Lines Inc.","Hartsfield Jackson Atlanta Intl"
1,5,637,57,1001,56,"UA","N537UA",812,"DEN",122,991,6,37,"United Air Lines Inc.","Denver Intl"
1,5,640,0,910,7,"AS","N317AS",232,"SAN",116,933,6,40,"Alaska Airlines Inc.","San Diego Intl"
1,5,640,-5,941,36,"AS","N791AS",560,"LAX",114,834,6,40,"Alaska Airlines Inc.","Los Angeles Intl"
1,5,642,2,1026,18,"AS","N553AS",646,"PHX",123,1009,6,42,"Alaska Airlines Inc.","Phoenix Sky Harbor Intl"
1,5,642,-3,929,21,"OO","N824SK",4692,"LAX",112,834,6,42,"SkyWest Airlines Inc.","Los Angeles Intl"
1,5,646,18,1439,22,"UA","N842UA",250,"IAD",269,2327,6,46,"United Air Lines Inc.","Washington Dulles Intl"
1,5,651,-9,934,13,"AS","N624AS",582,"SNA",120,859,6,51,"Alaska Airlines Inc.","John Wayne Arpt Orange Co"
1,5,652,-8,1133,13,"AS","N514AS",833,"HNL",353,2603,6,52,"Alaska Airlines Inc.","Honolulu Intl"
1,5,659,-1,1301,41,"DL","N905DA",2090,"MSP",175,1426,6,59,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,5,700,0,851,6,"VX","N622VA",805,"SFO",81,550,7,0,"Virgin America","San Francisco Intl"
1,5,701,-4,941,19,"B6","N625JB",1121,"LGB",113,846,7,1,"JetBlue Airways","Long Beach"
1,5,707,-8,911,-16,"AS","N625AS",244,"SFO",84,550,7,7,"Alaska Airlines Inc.","San Francisco Intl"
1,5,713,-2,940,22,"AS","N611AS",626,"LAS",102,763,7,13,"Alaska Airlines Inc.","Mc Carran Intl"
1,5,714,4,1549,35,"DL","N37700",2258,"JFK",289,2454,7,14,"Delta Air Lines Inc.","John F Kennedy Intl"
1,5,716,-4,1146,4,"AS","N565AS",855,"KOA",356,2607,7,16,"Alaska Airlines Inc.","Kona Intl At Keahole"
1,5,717,12,937,18,"OO","N219AG",3460,"ONT",105,838,7,17,"SkyWest Airlines Inc.","Ontario Intl"
1,5,730,50,948,60,"OO","N218AG",3456,"BUR",105,817,7,30,"SkyWest Airlines Inc.","Bob Hope"
1,5,733,33,1344,34,"AA","N3BMAA",2218,"ORD",215,1739,7,33,"American Airlines Inc.","Chicago Ohare Intl"
1,5,758,-2,1025,0,"AS","N419AS",568,"LAX",111,834,7,58,"Alaska Airlines Inc.","Los Angeles Intl"
1,5,800,15,939,59,"OO","N290SW",5379,"SEA",41,129,8,0,"SkyWest Airlines Inc.","Seattle Tacoma Intl"
1,5,811,6,1007,17,"WN","N492WN",48,"OAK",80,543,8,11,"Southwest Airlines Co.","Metropolitan Oakland Intl"
1,5,815,0,1342,9,"DL","N929DN",914,"MSP",172,1426,8,15,"Delta Air Lines Inc.","Minneapolis St Paul Intl"
1,5,832,27,1358,8,"AA","N571AA",1220,"DFW",176,1616,8,32,"American Airlines Inc.","Dallas Fort Worth Intl"
1,5,836,-9,1201,-12,"US","N655AW",544,"PHX",122,1009,8,36,"US Airways Inc.","Phoenix Sky Harbor Intl"
1,5,859,14,1229,19,"WN","N556WN",103,"DEN",124,991,8,59,"Southwest Airlines Co.","Denver Intl"
